"deviceid";"dt";"name";"switchno";"Location";"area";"rating";"totalload";"totalload_b";"totalload_y";"numberofpoles";"numberofpoles_b";"numberofpoles_y";"referencewattage_b";"referencewattage_y";"referencewattage";"typeofload";"latitude";"longitude";"mobile";"city";"userid";"phase";"wardno";"zone";"commandmode";"updated";"cpname";"cpmobileno"
10032;"2016-01-19 17:08:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10033;"2016-01-19 17:10:14";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10034;"2016-01-19 17:11:26";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10035;"2016-01-19 17:14:52";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10036;"2016-01-19 17:15:37";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10037;"2016-01-20 09:53:14";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10038;"2016-01-20 09:59:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10039;"2016-01-20 10:14:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10040;"2016-01-20 10:21:52";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10041;"2016-01-20 10:22:54";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10042;"2016-01-20 10:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10043;"2016-01-20 10:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10044;"2016-01-20 10:59:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10045;"2016-01-20 11:14:41";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10046;"2016-01-20 11:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10047;"2016-01-20 11:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10048;"2016-01-20 11:59:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10049;"2016-01-20 12:14:41";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10050;"2016-01-20 12:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10051;"2016-01-20 12:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5481;"2016-01-20 12:49:05";"";5481;"ramReddyGuestHouse";"AkashamBuildingSubbi";17500.0;4720.0;1260.0;1400.0;30.0;9.0;10.0;140.0;140.0;140.0;"1";17.716;83.318;9075036014.0;1;1;3;18.0;"2";2;1;"";"9966049085"
10052;"2016-01-20 12:59:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10053;"2016-01-20 13:14:41";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10054;"2016-01-20 13:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10055;"2016-01-20 13:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10056;"2016-01-20 14:00:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10057;"2016-01-20 14:14:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10058;"2016-01-20 14:29:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10059;"2016-01-20 14:44:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10060;"2016-01-20 14:59:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10061;"2016-01-20 15:14:46";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10062;"2016-01-20 15:29:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10063;"2016-01-20 15:31:33";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10064;"2016-01-20 15:32:09";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
7462;"2016-01-20 15:35:33";"";7462;"Waltair Culb ";"Akasavani back side";12500.0;3200.0;700.0;560.0;22.0;5.0;4.0;140.0;140.0;140.0;"3";17.719;83.318;9075036030.0;1;1;3;19.0;"3";2;1;"";"9989168824"
10065;"2016-01-20 15:35:52";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10066;"2016-01-20 15:36:46";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10067;"2016-01-20 15:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10068;"2016-01-20 15:59:41";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10069;"2016-01-20 16:08:51";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
7463;"2016-01-20 17:59:50";"";7463;"Governor Bhangla bac";"Near navy house";12250.0;3760.0;2380.0;420.0;25.0;17.0;3.0;140.0;140.0;140.0;"1";17.712;83.317;9075036020.0;1;1;3;19.0;"3";2;1;"";"9989168824"
10070;"2016-01-21 09:47:48";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10071;"2016-01-21 09:49:40";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10072;"2016-01-21 09:51:01";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10073;"2016-01-21 09:59:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10074;"2016-01-21 10:14:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10075;"2016-01-21 10:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10076;"2016-01-21 10:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10077;"2016-01-21 10:59:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10078;"2016-01-21 11:14:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10079;"2016-01-21 11:29:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10080;"2016-01-21 11:44:42";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10081;"2016-01-21 11:50:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10082;"2016-01-21 11:51:31";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10083;"2016-01-21 11:59:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10084;"2016-01-21 12:14:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10085;"2016-01-21 12:17:51";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10086;"2016-01-21 12:29:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10087;"2016-01-21 12:42:52";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10088;"2016-01-21 12:47:56";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10089;"2016-01-21 12:59:48";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10090;"2016-01-21 13:14:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10091;"2016-01-21 13:29:47";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10092;"2016-01-21 13:44:48";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10093;"2016-01-21 14:00:56";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10094;"2016-01-21 14:14:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10095;"2016-01-21 14:29:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
8652;"2016-01-21 16:48:59";"";8652;"SS-25B/6";"Santhapeta chittival";560.0;280.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;20.0;"1";17.929;83.429;9075035826.0;1;1;1;7.0;"7";2;1;"";""
8647;"2016-01-21 17:49:08";"";8647;"SS-25A/2";"Opp Andhra bank Bhem";2760.0;1330.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;102.0;"1";17.929;83.429;9130033733.0;1;1;1;7.0;"7";2;1;"";""
8613;"2016-01-21 18:25:43";"";8613;"SS-20B/1/1";"NRI root , Near Andh";560.0;280.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;20.0;"1";17.928;83.428;9130031851.0;1;1;1;7.0;"7";2;1;"";""
10096;"2016-01-22 15:28:18";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10097;"2016-01-22 15:32:30";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10098;"2016-01-22 15:33:11";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10099;"2016-01-22 15:34:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10100;"2016-01-22 15:35:01";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10101;"2016-01-22 15:35:43";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10102;"2016-01-22 15:36:24";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10103;"2016-01-22 15:37:05";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5482;"2016-01-22 15:38:38";"";5482;"Siripuram petrol";"High master";9600.0;3100.0;1680.0;420.0;14.0;8.0;2.0;210.0;210.0;210.0;"3";17.721;83.319;9075036014.0;1;1;3;18.0;"2";2;1;"";"9966049085"
7464;"2016-01-22 16:25:53";"";7464;"Siripuram Junction ,";"HSBC Dronamraju Circ";5450.0;1850.0;420.0;420.0;9.0;3.0;3.0;140.0;140.0;140.0;"1";17.723;83.317;9075036113.0;1;1;3;19.0;"3";2;1;"";"9989168824"
8651;"2016-01-23 11:44:15";"";8651;"School,     SS-91B/1";"Gollaveedhi StarKids";840.0;420.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;20.0;"1";17.927;83.425;9130032793.0;1;1;1;7.0;"7";2;1;"";""
6454;"2016-01-23 12:51:38";"";6454;"SS-184A/1, sector-4";"Ganesh Nagar , ";420.0;200.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;"1";17.804;83.364;9130032124.0;1;1;1;1.0;"1";2;1;"Gokul Tile";"9657455169"
6457;"2016-01-23 14:28:57";"";6457;"SS-138B/2";"Paradesipalem Jn Sri";1200.0;660.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;31.0;"1";17.823;83.365;9180049853.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6458;"2016-01-23 15:18:26";"";6458;"SS-433A/2/1";"Vivekanandha Colony ";580.0;280.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;31.0;"1";17.823;83.361;9075035829.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6459;"2016-01-23 15:42:54";"";6459;"            SS-39A/4";"Sivasakthi Nagar , S";1900.0;930.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;28.0;"1";17.823;83.365;7888007661.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6460;"2016-01-23 16:11:35";"";6460;"SS-176A/4";"Mandal Colony Priya ";720.0;360.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;20.0;"1";17.821;83.359;8669614880.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6456;"2016-01-23 16:28:18";"";6456;"SS-220B/1";"Rajivgruha Kalpa, Ma";2170.0;1120.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;45.0;"1";17.823;83.365;9130032010.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6461;"2016-01-23 16:33:28";"";6461;"SS-185B/2";"Opp Sri durgalamma T";1780.0;850.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;45.0;"1";17.807;83.355;9146057164.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6463;"2016-01-23 17:03:24";"";6463;"dimSFCfoodSS-180B/6";"NewIndiraNagar,YSRst";390.0;190.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;27.0;"1";17.796;83.36;9130032029.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6462;"2016-01-23 17:03:32";"";6462;"OpStadiumSS-107A/1/6";"SaiHillsSurySaktiNgr";520.0;260.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;20.0;"1";17.796;83.36;9075035851.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6455;"2016-01-24 06:03:16";"";6455;"SS-224B/2";"Rajivgruha Kalpa, wa";240.0;120.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;23.0;"1";17.823;83.365;9130032881.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
8623;"2016-01-24 11:44:35";"";8623;"SS-64A/3/1";"Chellapeta YSR Statu";1160.0;580.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;26.0;"1";17.931;83.425;9130033417.0;1;1;1;7.0;"7";2;1;"";""
8631;"2016-01-24 12:15:41";"";8631;"SS-64A/16";"Chillapeta Second Li";1160.0;580.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;26.0;"1";17.9280833;83.4253056;9075035700.0;1;1;1;7.0;"7";2;1;"";""
8658;"2016-01-24 12:36:59";"";8658;"SS-96A/2";"Santhapeta chittival";670.0;340.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;21.0;"1";17.9291;83.42998;8669614887.0;1;1;1;7.0;"7";2;1;"";""
240;"2016-02-13 11:41:11";"";240;"GADA MAHAVEER NAGAR";"BBSR";45.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;"LEDSTL+12A";20.296059;85.82454;0.0;3;5;1;58.0;"SOUTH-EAST";2;1;"";""
6464;"2016-01-26 11:12:22";"";6464;"SS-75A/10";"Beside Muncipal Offi";390.0;200.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;22.0;"1";17.804;83.364;9130049851.0;1;1;1;6.0;"1";2;1;"Gokul Tile";"9657455169"
1600;"2016-01-27 13:00:45";"";1600;"opp.NikhithaHospital";"Seethamadhara";9800.0;2700.0;420.0;1100.0;20.0;6.0;10.0;70.0;110.0;120.0;"1";17.742;83.314;9075036017.0;1;1;3;9.0;"2";2;1;"";"9966049085"
1601;"2016-01-27 16:16:46";"";1601;"Dwarkanagar ,Box-2";"Seethamapeta";18500.0;5900.0;3640.0;2800.0;50.0;26.0;20.0;140.0;140.0;140.0;"1";17.734;83.307;9130032849.0;1;1;3;15.0;"2";2;1;"";"9966049085"
1602;"2016-01-27 17:07:20";"";1602;"Dwarkanagar , ";"Daimond Park";10800.0;3300.0;500.0;1200.0;32.0;5.0;15.0;100.0;80.0;70.0;"1";17.726;83.304;9075036026.0;1;1;3;15.0;"2";2;1;"";"9966049085"
6474;"2016-01-28 11:38:09";"";6474;"SS-224A/2/2";"Rajiv Gruha Kalpa, A";2030.0;1060.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;53.0;"1";17.7886667;83.3633333;9130033104.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6476;"2016-01-28 12:08:27";"";6476;"SS-224B/15, Block63";"RajivgruhaKalpa";900.0;500.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;33.0;"1";17.7831667;83.3658333;9130032621.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6479;"2016-01-28 12:32:00";"";6479;"SS-223B/2";"Beside 36 Block Raji";800.0;400.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;20.0;"1";17.7776667;83.3683333;9130032627.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6477;"2016-01-28 13:00:42";"";6477;"SS-41B/5";"Sivasakthi Nagar ,Ce";2060.0;1000.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;40.0;"1";17.83;83.336;9130032635.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6475;"2016-01-28 14:02:42";"";6475;"alamaTempSS-433A/7/1";"SivasakthiNgrOppMuty";390.0;190.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;27.0;"1";17.804;83.364;9130032992.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6481;"2016-01-28 14:29:03";"";6481;"SS-802A/10";"Mogadarama Temple, S";190.0;190.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;27.0;"1";17.804;83.364;9130032657.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6471;"2016-01-28 14:29:56";"";6471;"SS-143A/4";"Ganesh Nagar, Abhaya";1290.0;630.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;26.0;"1";17.804;83.364;8669614884.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6473;"2016-01-28 15:41:17";"";6473;"SS-190B/3";"Nagarampalem, Sri Ve";380.0;190.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;32.0;"1";17.77;83.279;9075035706.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6468;"2016-01-28 16:07:09";"";6468;"SS-182A/2";"Chandrapalem, Desana";420.0;200.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;40.0;"1";17.804;83.364;9075036022.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6472;"2016-01-28 16:07:46";"";6472;"SS-190B/11";"Nagarampalem, Sri Ve";270.0;130.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;33.0;"1";17.801;83.351;9130033624.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6466;"2016-01-28 16:10:50";"";6466;"SS-204A/9";"Chandrapalem, Durga ";810.0;390.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;33.0;"1";17.801;83.351;9130033746.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6467;"2016-01-28 16:31:46";"";6467;"Durganagar,SS-518A/3";"Chandrapalem,inside";550.0;270.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;25.0;"1";17.804;83.364;7888023743.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
10104;"2016-01-28 16:48:44";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10105;"2016-01-28 16:53:02";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10106;"2016-01-28 16:56:53";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10107;"2016-01-28 17:00:59";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10108;"2016-01-28 17:01:23";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
10109;"2016-01-28 17:02:04";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
6470;"2016-01-28 17:02:39";"";6470;"SS-23A/6/2/5";"Prashanthi Nagar , V";200.0;100.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;"1";17.801;83.351;9130033195.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6469;"2016-01-28 17:14:55";"";6469;"SS-11A/14";"VUDA Colony Main Roa";1690.0;800.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;57.0;"1";17.801;83.351;7447404734.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6482;"2016-01-28 17:36:39";"";6482;"SS-12A/8/1";"Beside VUDA Park, SF";710.0;350.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;23.0;"1";17.804;83.364;8669614826.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
6478;"2016-01-28 18:06:28";"";6478;"SS-220A/3";"Beside 18 Block Raji";1220.0;660.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;29.0;"1";17.7721667;83.3708333;9130032590.0;1;1;1;5.0;"1";2;1;"Gokul Tile";"9657455169"
8254;"2016-01-30 13:24:43";"";8254;"ency,SS-85A/2";"Opp Sai Sundar Resid";1200.0;580.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;64.0;"1";17.733;83.294;9130033512.0;1;1;1;33.0;"4";2;1;"";""
